Data from hue_160_FLMS001491_00090.txt Node
Date: Tue Feb 07 16:51:49 GMT 2017
User: dcchb
Spectrometer: FLMS00149
Trigger mode: 0
Integration Time (sec): 2.000000E-2
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
341.393	-21.37
341.776	-21.37
342.16	-21.37
342.543	-59.56
342.927	-61.82
343.31	-68.6
343.693	-72.89
344.077	-49.62
344.46	-57.75
344.843	-60.01
345.226	-20.92
345.61	-20.92
345.993	-36.06
346.376	-10.97
346.759	17.05
347.142	19.31
347.525	17.05
347.908	64.96
348.291	83.26
348.674	91.17
349.057	104.95
349.44	142.24
349.823	162.35
350.206	158.06
350.588	204.84
350.971	218.85
351.354	228.12
351.737	256.82
352.119	247.32
352.502	253.43
352.884	269.7
353.267	269.47
353.65	273.54
354.032	299.3
354.414	308.57
354.797	326.19
355.179	335.68
355.562	327.77
355.944	323.03
356.326	322.58
356.709	314.21
357.091	330.26
357.473	342.24
357.855	327.32
358.238	338.62
358.62	335.46
359.002	358.51
359.384	329.36
359.766	347.89
360.148	345.63
360.53	358.28
360.912	332.97
361.294	311.5
361.676	342.46
362.057	322.8
362.439	327.32
362.821	305.18
363.203	324.61
363.584	316.93
363.966	311.5
364.348	324.84
364.729	318.96
365.111	309.92
365.493	330.71
365.874	315.57
366.256	318.06
366.637	305.18
367.019	320.77
367.4	316.7
367.781	307.89
368.163	299.3
368.544	326.87
368.925	319.86
369.306	312.18
369.688	309.7
370.069	308.57
370.45	330.03
370.831	314.89
371.212	307.89
371.593	304.95
371.974	318.51
372.355	301.79
372.736	316.02
373.117	311.05
373.498	322.8
373.879	318.96
374.26	296.59
374.641	301.33
375.021	313.76
375.402	332.75
375.783	325.74
376.163	334.33
376.544	319.19
376.925	336.36
377.305	349.02
377.686	297.94
378.066	332.52
378.447	348.79
378.827	311.05
379.208	320.09
379.588	330.03
379.968	320.99
380.349	341.56
380.729	328.68
381.109	333.2
381.489	329.13
381.87	356.7
382.25	350.37
382.63	336.14
383.01	321.45
383.39	336.36
383.77	344.27
384.15	347.89
384.53	366.64
384.91	341.56
385.29	348.11
385.67	331.84
386.049	354.21
386.429	368.9
386.809	344.04
387.189	357.83
387.568	360.32
387.948	357.15
388.328	354.21
388.707	350.82
389.087	344.27
389.466	378.17
389.846	374.78
390.225	359.64
390.605	362.35
390.984	368.9
391.363	366.42
391.743	353.31
392.122	365.96
392.501	366.19
392.881	370.03
393.26	372.29
393.639	384.27
394.018	373.65
394.397	395.34
394.776	389.92
395.155	383.14
395.534	384.95
395.913	363.71
396.292	374.55
396.671	396.25
397.05	390.37
397.429	371.61
397.808	403.93
398.186	394.44
398.565	413.42
398.944	419.75
399.323	399.41
399.701	380.43
400.08	391.28
400.458	406.42
400.837	400.99
401.215	402.57
401.594	396.25
401.972	411.16
402.351	398.05
402.729	419.3
403.107	437.15
403.486	413.87
403.864	415.68
404.242	395.79
404.62	419.75
404.999	411.16
405.377	424.27
405.755	425.4
406.133	442.35
406.511	440.09
406.889	404.61
407.267	414.33
407.645	453.19
408.023	454.55
408.401	446.87
408.779	476.92
409.156	461.1
409.534	449.58
409.912	434.89
410.29	453.42
410.667	479.41
411.045	459.07
411.422	479.63
411.8	472.63
412.178	480.76
412.555	502.23
412.933	490.71
413.31	488.9
413.687	484.38
414.065	502.23
414.442	498.84
414.819	495.23
415.197	505.17
415.574	520.54
415.951	538.62
416.328	509.01
416.705	506.98
417.082	517.15
417.46	519.86
417.837	542.23
418.214	535.9
418.591	543.14
418.967	533.64
419.344	532.51
419.721	544.49
420.098	561.67
420.475	558.5
420.852	567.99
421.228	528.67
421.605	541.33
421.982	580.87
422.358	584.04
422.735	586.07
423.111	576.13
423.488	582.68
423.864	572.97
424.241	592.4
424.617	610.7
424.994	589.24
425.37	611.61
425.746	605.51
426.123	626.3
426.499	639.18
426.875	610.25
427.251	600.54
427.627	639.18
428.003	644.83
428.379	631.27
428.756	636.92
429.132	687.31
429.507	647.54
429.883	659.29
430.259	671.72
430.635	690.25
431.011	672.85
431.387	689.35
431.763	689.12
432.138	697.71
432.514	702.68
432.89	708.55
433.265	725.28
433.641	716.01
434.016	742.68
434.392	764.6
434.767	719.4
435.143	777.03
435.518	747.88
435.894	780.42
436.269	779.74
436.644	794.43
437.02	794.43
437.395	776.8
437.77	798.5
438.145	817.25
438.52	809.12
438.895	820.42
439.271	817.48
439.646	866.74
440.021	865.61
440.395	817.48
440.77	831.72
441.145	874.88
441.52	881.66
441.895	876.46
442.27	891.83
442.645	873.07
443.019	890.47
443.394	883.01
443.769	894.31
444.143	898.83
444.518	923.69
444.892	937.25
445.267	921.88
445.641	932.05
446.016	977.02
446.39	959.62
446.764	941.09
447.139	972.73
447.513	972.28
447.887	955.1
448.262	970.24
448.636	981.09
449.01	968.21
449.384	1010.24
449.758	988.32
450.132	1012.73
450.506	1009.79
450.88	1028.09
451.254	1030.81
451.628	1044.59
452.002	1057.92
452.376	1054.99
452.75	1077.81
453.123	1091.37
453.497	1084.59
453.871	1092.05
454.244	1122.1
454.618	1126.4
454.992	1105.38
455.365	1119.17
455.739	1156.45
456.112	1217.92
456.486	1208.2
456.859	1207.3
457.232	1231.48
457.606	1233.96
457.979	1236.9
458.352	1283.23
458.725	1280.74
459.099	1294.75
459.472	1330.46
459.845	1314.64
460.218	1355.77
460.591	1337.92
460.964	1378.59
461.337	1369.78
461.71	1423.34
462.083	1425.15
462.456	1427.18
462.829	1435.09
463.201	1459.04
463.574	1480.74
463.947	1497.01
464.32	1553.28
464.692	1539.72
465.065	1583.79
465.438	1608.87
465.81	1632.82
466.183	1645.25
466.555	1694.97
466.928	1690.45
467.3	1714.18
467.672	1742.43
468.045	1818.13
468.417	1824.91
468.789	1845.02
469.161	1839.6
469.534	1876.89
469.906	1953.72
470.278	1951.91
470.65	1974.06
471.022	2035.07
471.394	2059.48
471.766	2084.11
472.138	2139.93
472.51	2194.84
472.882	2228.74
473.253	2291.79
473.625	2289.53
473.997	2336.08
474.369	2378.57
474.74	2420.83
475.112	2479.58
475.484	2556.87
475.855	2602.29
476.227	2676.19
476.598	2746.47
476.97	2779.01
477.341	2858.78
477.713	2952.56
478.084	2964.99
478.455	3043.18
478.827	3164.54
479.198	3270.75
479.569	3293.35
479.94	3390.74
480.311	3445.21
480.682	3557.07
481.053	3660.34
481.424	3776.04
481.795	3842.26
482.166	3929.04
482.537	4011.52
482.908	4147.79
483.279	4218.29
483.65	4340.78
484.021	4449.25
484.391	4528.12
484.762	4584.39
485.133	4726.53
485.503	4836.36
485.874	5005.84
486.244	5069.34
486.615	5187.08
486.985	5272.95
487.356	5470.69
487.726	5510.46
488.097	5738.25
488.467	5785.94
488.837	5942.99
489.207	6072.26
489.578	6198.58
489.948	6285.36
490.318	6438.8
490.688	6542.53
491.058	6709.75
491.428	6821.84
491.798	6902.97
492.168	7127.82
492.538	7232.45
492.908	7334.37
493.278	7494.59
493.648	7523.29
494.017	7729.61
494.387	7843.96
494.757	7937.74
495.126	8109.49
495.496	8137.96
495.866	8229.04
496.235	8407.11
496.605	8558.07
