Data from tablewood_brown_FLMS001491_015.txt Node
Date: Tue Feb 07 11:10:05 GMT 2017
User: dcchb
Spectrometer: FLMS00149
Trigger mode: 0
Integration Time (sec): 2.000000E-2
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
341.393	-24.26
341.776	-24.26
342.16	-24.26
342.543	-57.94
342.927	-65.62
343.31	-69.69
343.693	-56.58
344.077	-61.78
344.46	-72.17
344.843	-31.95
345.226	-48.9
345.61	-37.15
345.993	-12.74
346.376	-1.89
346.759	-6.86
347.142	27.71
347.525	38.33
347.908	66.35
348.291	77.88
348.674	87.82
349.057	101.61
349.44	118.78
349.823	148.84
350.206	143.19
350.588	198.78
350.971	206.01
351.354	210.98
351.737	243.3
352.119	234.26
352.502	255.28
352.884	281.94
353.267	292.79
353.65	288.27
354.032	301.83
354.414	304.09
354.797	312.45
355.179	321.04
355.562	336.63
355.944	309.74
356.326	325.56
356.709	348.61
357.091	337.08
357.473	346.8
357.855	363.3
358.238	329.17
358.62	355.84
359.002	336.86
359.384	359.68
359.766	339.12
360.148	346.57
360.53	339.34
360.912	349.51
361.294	344.31
361.676	329.85
362.057	336.86
362.439	328.72
362.821	305.67
363.203	337.53
363.584	341.6
363.966	329.62
364.348	323.75
364.729	336.86
365.111	329.85
365.493	342.05
365.874	342.28
366.256	330.3
366.637	328.04
367.019	339.57
367.4	329.4
367.781	361.04
368.163	344.54
368.544	337.99
368.925	344.54
369.306	317.87
369.688	328.72
370.069	336.86
370.45	328.72
370.831	325.33
371.212	341.6
371.593	324.43
371.974	336.18
372.355	330.98
372.736	338.89
373.117	329.4
373.498	319
373.879	333.47
374.26	327.82
374.641	324.2
375.021	338.66
375.402	344.99
375.783	357.19
376.163	352.22
376.544	344.54
376.925	335.5
377.305	352.45
377.686	328.27
378.066	361.04
378.447	363.07
378.827	352.22
379.208	361.94
379.588	345.67
379.968	355.16
380.349	363.07
380.729	336.18
381.109	368.95
381.489	349.51
381.87	372.33
382.25	363.97
382.63	382.28
383.01	369.62
383.39	394.48
383.77	385.22
384.15	368.95
384.53	363.07
384.91	383.41
385.29	395.61
385.67	408.04
386.049	411.43
386.429	411.2
386.809	381.37
387.189	400.58
387.568	386.57
387.948	397.19
388.328	399.9
388.707	412.56
389.087	426.34
389.466	406.68
389.846	431.77
390.225	424.08
390.605	420.47
390.984	411.66
391.363	410.98
391.743	434.25
392.122	420.7
392.501	449.62
392.881	442.84
393.26	450.75
393.639	462.5
394.018	450.98
394.397	451.65
394.776	456.85
395.155	462.95
395.534	442.16
395.913	450.52
396.292	462.05
396.671	489.39
397.05	478.09
397.429	470.41
397.808	500.02
398.186	473.58
398.565	481.94
398.944	478.55
399.323	495.72
399.701	469.73
400.08	489.39
400.458	509.05
400.837	500.24
401.215	515.38
401.594	497.98
401.972	518.32
402.351	510.86
402.729	520.35
403.107	509.73
403.486	544.99
403.864	529.39
404.242	531.65
404.62	544.31
404.999	547.25
405.377	541.6
405.755	550.41
406.133	556.28
406.511	551.54
406.889	575.72
407.267	589.28
407.645	563.29
408.023	576.85
408.401	583.63
408.779	587.02
409.156	600.13
409.534	573.46
409.912	611.88
410.29	587.24
410.667	601.71
411.045	621.82
411.422	614.36
411.8	643.51
412.178	646.9
